KO	Sandmound_TuleA_D1	Sandmound_TuleA_D2	Sandmound_TuleB_D1	Sandmound_TuleB_D2	Sandmound_TuleC_D1	Sandmound_TuleC_D2	Sandmound_ThreeSqA_D1_rd	Sandmound_ThreeSqA_D2	Sandmound_ThreeSqB_D1	Sandmound_ThreeSqB_D2	Sandmound_ThreeSqC_D1	Sandmound_ThreeSqC_D2	WestPond_TuleA_D2	WestPond_TuleB_D1	WestPond_TuleB_D2	WestPond_TuleC_D1	WestPond_TuleC_D2	WestPond_CattailA_D1	WestPond_CattailA_D2	WestPond_CattailB_D1	WestPond_CattailC_D2	WestPond_TuleA_D1	MayberryNE_TuleA_D1	MayberryNE_TuleA_D2	MayberryNE_TuleB_D1	MayberryNE_TuleB_D2	MayberryNE_TuleC_D1	MayberryNE_TuleC_D2	MayberryNE_CattailA_D1	MayberryNE_CattailA_D2	MayberryNE_CattailB_D1	MayberryNE_CattailB_D2	MayberryNE_CattailC_D1	MayberryNE_CattailC_D2	MayberrySE_CattailA_D1	MayberrySE_CattailA_D2	MayberrySE_CattailB_D1	MayberrySE_TuleA_D1	MayberryNW_TuleA_D1	MayberryNW_TuleA_D2	MayberryNW_TuleB_D1	MayberryNW_TuleB_D2	MayberryNW_TuleC_D1	MayberryNW_TuleC_D2	MayberryNW_CattailA_D1	MayberryNW_CattailA_D2	MayberryNW_CattailB_D1	MayberryNW_CattailB_D2	MayberryNW_CattailC_D1	MayberryNW_CattailC_D2	Browns_TuleA_D1	Browns_TuleA_D2	Browns_TuleB_D1	Browns_TuleB_D2	Browns_TuleC_D1	Browns_ThreeSqA_D1	Browns_ThreeSqA_D2	Browns_ThreeSqB_D1	Browns_ThreeSqB_D2	Browns_ThreeSqC_D1	Browns_ThreeSqC_D2	RushSE_TuleA_D1	RushSE_TuleA_D2	RushSE_TuleB_D1	RushSE_TuleB_D2	RushSE_TuleC_D1	RushSE_CattailNLA_D1	RushSE_CattailNLA_D2	RushSE_CattailNLB_D1	RushSE_CattailNLB_D2	RushSE_CattailNLC_D1	RushSE_CattailNLC_D2	RushMan_CattailNLA_D2	RushMan_CattailNLB_D2	RushMan_CattailNLC_D1	RushMan_CattailNLC_D2	RushMan_ThreeSqA_D1	RushMan_ThreeSqA_D2	RushMan_ThreeSqB_D1	RushMan_ThreeSqB_D2	RushMan_ThreeSqC_D2	RushOxbow_ThreeSqA_D1	RushOxbow_ThreeSqA_D2	RushOxbow_ThreeSqB_D1	RushOxbow_ThreeSqB_D2	RushOxbow_ThreeSqC_D1	RushOxbow_ThreeSqC_D2	Joice_CattailNLA_D1	Joice_CattailNLA_D2	Joice_CattailNLB_D1	Joice_CattailNLB_D2	Joice_CattailNLC_D1	Joice_CattailNLC_D2	Joice_ThreeSqA_D1	Joice_ThreeSqA_D1_rd	Joice_ThreeSqA_D2	Joice_ThreeSqA_D2_rd	Joice_ThreeSqB_D1	Joice_ThreeSqC_D1	Joice_ThreeSqC_D2	Goodyear_PhragA_D2	Goodyear_PhragC_D2	White_CordA_D2	White_CordB_D2	White_ThreeSqA_D1	White_ThreeSqA_D2	White_ThreeSqB_D1	White_ThreeSqB_D2	White_ThreeSqC_D1	White_ThreeSqC_D2	Tolay_CordA_D2	Tolay_CordB_D2	Tolay_CordC_D2	China_Galinas_CordA_D2	China_Galinas_CordB_D2	China_Galinas_CordC_D2	China_Galinas_PWA_D1	China_Galinas_PWA_D2	China_Galinas_PWB_D1	China_Galinas_PWB_D2	China_Galinas_PWC_D1	China_Bullhead_CordA_D2	China_Bullhead_CordB_D2	China_Bullhead_CordC_D2	China_Galinas_PWC_D2	Muzzi_CordA_D2	Muzzi_CordB_D2	Muzzi_CordC_D2	Muzzi_PWA_D1	Muzzi_PWB_D1	Muzzi_PWB_D2	Muzzi_PWC_D1	Muzzi_PWC_D2
K10945	6.1756	6.3232	6.1262	5.7565	6.1217	5.9146	5.613	6.1913	5.7726	6.4045	5.5929	5.9774	5.237	4.6636	3.8985	4.4782	5.4428	6.1006	4.5778	4.9929	4.4137	4.6393	4.4661	3.8451	5.2352	4.6981	4.5991	5.3655	3.3514	3.0582	3.9965	3.5433	4.0083	3.4907	3.3721	3.5085	4.371	3.3527	4.9143	2.5862	4.0243	3.2958	4.9269	3.3774	4.2237	4.1956	4.7043	3.9924	4.8609	3.8654	5.0303	4.7852	5.4135	3.9961	5.0712	5.6007	5.5073	5.4925	5.5473	5.5259	5.9451	4.8123	5.4191	5.4292	4.8896	5.9185	4.3797	5.2079	5.6414	5.2274	5.0616	5.5887	4.1808	3.1389	4.111	4.1575	6.0405	5.4354	5.1129	5.3055	5.9446	5.5335	5.4251	5.1106	5.6889	5.1354	5.999	3.765	4.13	4.5159	3.9657	5.5174	5.4455	4.2889	4.7548	4.3599	4.3362	4.1765	5.3145	4.9041	2.9127	4.0725	4.3653	4.829	4.883	5.4867	5.8317	5.1433	5.5942	5.5792	5.8664	5.4402	5.3508	4.1418	3.1841	2.9638	3.3971	3.5492	2.6432	2.6048	3.2395	4.3939	5.0362	5.1216	3.0107	5.0778	4.1795	3.7951	5.0636	3.3551	3.3514	3.1073	4.1828
K10946	6.4995	6.5271	6.462	6.994	6.444	6.542	6.1861	6.5387	6.7562	6.6528	6.5356	7.0297	4.1938	3.7478	3.6605	4.1058	4.8318	6.3643	4.0468	4.4953	3.8634	4.0932	4.7321	3.5231	4.2118	4.591	4.476	5.1015	3.6463	3.9531	3.359	3.34	3.7603	3.8077	2.8522	3.7706	3.5649	3.3527	4.5272	3.243	3.5973	3.9123	4.3953	3.7283	4.3086	3.9317	4.2563	3.9924	3.9423	3.3377	5.6935	4.8451	6.061	4.741	5.8188	6.0301	5.7629	6.075	5.3704	5.5555	6.1076	5.653	5.755	6.0404	5.3774	6.4463	5.6493	4.8771	6.0632	6.063	6.068	5.984	3.1229	3.4719	3.7178	4.8747	6.6002	6.5482	5.4343	6.1904	6.337	6.2336	5.852	5.6232	6.6465	6.0974	7.0289	4.8324	3.8934	5.3373	4.4753	6.5777	5.2128	5.109	5.3419	4.7396	5.2121	5.3327	5.3145	4.5472	2.9127	3.1064	3.7964	4.4962	5.0345	5.3895	5.0196	4.515	4.899	4.8251	5.0013	5.3023	5.1053	3.3949	2.6546	3.8007	3.6448	3.0945	2.6432	2.6048	3.3861	4.4694	4.0654	4.4956	3.7474	4.5422	4.1795	4.2844	4.5952	3.1719	3.593	2.8938	3.8509
K10951	3.808	3.6301	3.2398	3.6034	3.163	3.7183	3.7678	3.1757	3.7186	3.7381	4.6599	3.605	4.432	3.2466	4.3518	4.1755	3.9491	3.6796	3.7551	3.4805	3.6792	3.7023	6.5315	5.488	6.587	6.2349	6.4335	5.7804	4.6708	4.8422	5.1387	4.5281	4.6971	4.6151	5.6362	4.8398	5.4058	4.8416	4.8568	5.1656	5.0943	4.798	4.2427	4.3567	5.666	4.9546	5.042	4.9035	5.2485	4.4578	6.3738	5.8203	6.2113	6.2504	6.3773	6.3426	6.1002	6.6085	6.2234	6.2769	6.3495	7.5647	7.8755	7.6704	7.7182	7.4576	7.9645	8.1388	7.9289	8.2104	7.7163	7.7077	7.7529	7.0014	7.2984	8.0424	7.3649	7.7168	7.5177	7.3847	7.5513	6.6197	7.6926	7.091	7.3562	7.1887	7.7983	7.3872	8.4346	7.7635	8.0853	7.758	8.2141	7.9127	7.5891	8.0768	7.5582	8.1042	7.9863	7.895	7.1669	7.4549	8.8529	8.8317	8.4058	8.5799	8.6832	8.4891	8.5443	8.7197	8.434	8.3673	8.4635	8.5703	8.0548	8.7604	8.5771	8.1116	8.311	8.1226	7.8826	8.365	8.3621	8.3849	8.125	8.0755	8.2418	8.2337	8.1928	8.3766	8.2318	8.1854	7.9009
K10953	2.7987	3.1561	2.5844	2.9176	3.3452	3.2238	3.3825	3.517	3.1311	2.6308	2.9691	2.9187	3.1826	3.0753	3.1794	3.0333	2.9841	2.5598	2.7711	3.0424	3.0285	2.9039	2.9741	3.0747	2.9228	2.5991	3.1288	2.9952	3.3514	3.5014	3.1753	3.09	3.0191	2.7218	2.5774	3.1688	2.893	2.9462	2.6888	2.8643	3.1311	3.1191	2.6404	2.58	3.2016	2.7821	2.6782	2.5769	2.5901	2.935	3.5421	3.2329	3.1755	2.649	3.4742	2.9219	2.9757	3.2151	3.1907	3.1194	3.1765	3.2228	3.9501	2.943	3.093	3.4493	3.2459	3.1889	3.5723	3.6015	2.9365	3.8065	4.0117	4.0364	3.4616	3.9532	3.2725	3.0382	3.5828	3.2286	3.6717	3.9795	2.6035	3.0631	3.1552	3.1518	3.3155	3.1647	3.0475	3.4761	3.7743	3.4607	3.3772	2.8865	2.6741	3.0637	3.6481	3.5121	3.0636	3.884	2.9127	2.8931	3.7964	3.9171	3.537	2.9128	3.2103	3.2918	3.7277	3.6746	3.6879	3.4712	3.6623	3.3949	3.7917	3.5352	3.3971	3.9672	4.0775	3.5602	3.8365	3.8202	3.6782	3.5628	3.8767	3.6436	3.4715	3.7951	3.0956	3.3551	3.3514	4.0739	3.0785
K10955	2.7987	3.1561	2.862	3.3145	2.6417	2.9917	2.9685	3.517	3.5973	3.6159	3.3833	3.3159	4.0074	3.2466	3.8985	3.1992	3.7927	2.828	3.372	3.0424	3.5756	2.9039	3.39	2.8664	3.4756	3.0933	2.9118	3.2279	3.1685	2.7278	3.1753	3.34	3.0191	2.7218	3.0577	2.9454	2.607	2.9462	3.005	3.243	3.4624	2.9037	3.1609	3.3774	2.6654	2.9738	3.2223	3.2258	3.6456	2.6376	2.7504	3.2329	2.9511	3.175	3.1407	3.1407	2.6673	2.9845	3.3762	3.582	3.5179	2.5753	3.2153	3.1659	3.4156	2.6156	2.8665	3.3743	2.6774	3.245	3.1581	3.8065	4.0117	3.7293	3.1305	4.1575	2.8863	3.2047	2.6153	3.3743	3.3733	3.002	3.2751	2.5806	2.934	2.6348	2.9184	2.942	3.6022	3.039	3.6664	2.7052	3.1915	3.0986	2.9849	3.0637	3.5099	3.1717	3.3794	3.1004	3.1298	2.8931	3.9102	3.3781	3.6771	4.0224	3.8276	3.5768	3.5844	2.9635	3.8141	2.9198	3.6623	3.7827	2.9583	3.5352	3.3971	2.883	2.9426	3.1028	3.069	4.0406	4.1463	3.7907	3.2462	3.1665	3.0356	3.3717	3.4188	3.5123	3.0409	3.4332	3.2501
K10956	5.6295	5.1849	5.2623	6.0407	5.1148	5.275	4.6795	5.2637	4.8208	4.8476	4.8374	5.0203	6.6633	6.5184	7.1699	6.1943	6.0088	5.3866	6.6372	5.8087	6.9207	5.9389	5.9758	6.1021	6.6593	6.3359	6.3674	6.7005	6.8416	5.9881	7.0626	6.4673	5.7113	6.6516	5.844	7.1458	5.9101	6.316	6.0003	7.1757	6.2674	7.041	6.9723	6.3102	5.9219	6.349	6.3718	6.5017	6.0351	6.7201	6.4428	4.6573	5.7315	5.4476	5.4119	5.1544	4.1378	5.2585	4.9326	5.2636	4.8	5.1626	6.3171	5.1205	6.3513	5.1917	4.8972	6.0896	5.0888	6.1608	4.9217	6.408	7.1311	7.4537	4.9631	6.8701	5.1467	5.6407	4.2529	5.1737	5.6383	5.7353	5.4559	5.434	5.1419	5.5325	5.3344	4.664	6.8264	4.4335	5.7652	5.172	5.7062	5.4206	5.172	5.8141	5.0845	5.6048	5.6244	6.9	5.5777	5.8178	6.392	6.1342	5.1713	6.3528	5.8317	6.435	6.1081	5.6114	5.8932	6.5183	6.0025	4.9286	4.6987	6.1598	6.7667	4.1339	5.5918	5.9888	4.9693	7.0596	7.715	7.2104	4.9815	6.064	4.2458	5.3243	5.3828	4.5516	4.1887	4.304	4.4479
K10960	6.8795	6.7334	6.4477	6.8425	7.0458	6.9902	6.9798	6.252	7.4272	6.7757	6.969	6.7696	8.3134	8.5536	7.3666	8.8338	8.2106	9.0609	8.5776	8.742	8.1677	8.2955	8.3165	6.1566	8.6089	7.2008	8.843	6.7162	7.1453	5.3793	7.1607	5.4925	6.7452	5.4481	6.2362	5.3269	6.1561	7.5011	5.217	5.3641	5.5506	5.7466	6.3697	5.311	5.8416	5.3939	5.7389	5.7304	6.0925	5.747	4.237	5.9868	6.3098	6.2304	6.7255	6.9608	6.501	6.7795	5.3323	6.0675	5.225	8.8166	8.1149	8.3716	8.5074	8.8316	8.4688	7.7524	8.323	7.8499	8.7533	8.2832	6.9079	6.3731	9.2076	7.6746	8.0127	7.841	9.0195	7.118	7.8403	6.9375	8.4973	8.8926	7.4086	8.8046	6.4184	8.9295	6.4791	9.1561	7.0708	8.2282	6.3058	7.3494	8.0863	6.5846	7.2103	8.1258	7.4459	6.9329	6.4196	6.3661	7.8984	8.5524	7.6864	6.9582	6.9859	7.1713	7.6808	6.8235	7.3192	6.8969	6.9574	8.2365	8.5429	7.698	7.9103	6.4925	7.9764	7.7483	6.4179	7.406	7.5114	7.2894	6.4991	7.2904	8.944	6.6722	6.5239	9.3605	7.8634	5.5298	5.4083
K11003	8.4943	8.5758	8.3084	8.5903	8.2865	8.5926	8.4439	8.7184	8.4004	8.6134	8.4306	8.4391	8.1405	7.9403	7.9971	7.9619	8.3017	8.2279	8.3392	8.027	8.0363	8.2512	7.354	7.1731	7.1556	7.2872	7.5388	6.8646	6.4899	6.9355	6.9573	7.3606	7.2073	7.2262	7.0958	7.0921	7.25	6.8047	7.1118	7.431	7.2363	6.9772	6.6881	6.7163	7.4171	7.1124	7.1449	7.0009	7.4758	7.1173	8.1721	7.8804	8.2629	7.6914	7.6114	8.161	8.4575	8.0792	8.1859	7.8845	8.4621	7.1995	7.1409	7.3541	7.1821	7.4419	7.2251	7.181	6.8069	7.4379	7.0234	7.2466	7.4714	7.7455	6.6333	7.4983	7.7249	7.7776	7.21	8.1977	7.5012	7.503	7.271	7.2786	7.9166	7.4678	8.3283	6.9928	8.3957	7.1863	8.1327	7.9323	8.2193	7.6747	7.6303	8.0013	7.8705	7.5221	7.8743	8.5787	7.288	7.3188	6.9848	6.3271	7.4587	6.9582	6.9985	7.2804	6.522	6.9539	5.7245	5.6813	5.9541	7.8014	7.3683	6.6961	5.9328	7.5004	7.159	7.6914	7.1592	6.4296	5.9225	5.8141	7.2865	7.0537	6.9385	7.4014	7.4056	7.066	7.4852	7.4874	7.4319
K11004	9.9412	9.7965	9.9157	9.707	9.9989	9.8198	9.9037	9.8822	9.7681	9.8074	9.8211	9.7317	9.5208	9.6461	9.2041	9.5932	9.5663	9.909	9.6168	9.738	9.3174	9.7344	9.3048	9.1172	9.2234	9.2269	9.2839	9.1621	8.8828	8.9576	9.0342	8.9621	9.0689	9.0126	9.0897	9.1186	9.2129	8.8341	8.8032	9.0166	8.8117	8.6591	8.9019	8.5793	9.3387	8.8324	9.3522	8.4726	8.9215	8.7286	9.7345	9.379	9.8656	9.4017	9.5149	9.5071	9.7829	9.5288	9.6087	9.5048	9.8824	8.7782	8.6394	9.1723	8.5465	9.0596	9.0377	8.9308	9.0019	8.8489	9.1172	8.8159	8.8557	9.1073	8.8009	8.9908	9.4969	9.1908	8.9711	9.5505	9.3045	9.2855	8.9369	9.0831	9.1128	9.2162	9.4989	8.9743	9.7073	9.0726	9.512	9.6915	9.6165	8.977	9.294	9.359	9.5317	9.1148	9.2445	9.7362	8.8636	9.0174	8.6382	8.3645	8.8868	8.8697	8.7477	8.979	8.2184	8.7877	7.7497	7.9357	8.3609	9.4361	9.0142	8.4023	7.8997	9.0459	8.9371	9.2219	8.6543	8.0853	8.1815	8.1698	8.6767	8.4513	8.8703	8.6049	8.9826	8.8748	9.2399	9.078	9.2025
K11016	2.7987	2.9348	3.2398	3.3145	3.163	3.4134	2.5234	2.6495	2.9138	2.9257	2.6625	2.9187	3.9032	3.6411	2.9543	3.3421	3.2812	3.0288	3.1171	3.8853	3.4621	3.8119	3.5501	2.8664	3.4756	3.0933	3.3068	3.418	2.6451	2.7278	2.6492	3.09	2.6991	2.7218	2.8522	2.9454	2.607	2.6458	3.005	3.0722	2.6221	2.9037	2.6404	2.58	3.2016	2.5266	2.6782	2.5769	2.5901	2.6376	3.089	3.2329	2.6494	3.175	2.628	3.1407	3.392	2.9845	3.5352	3.1194	3.1765	2.8493	2.6739	3.3485	2.8818	2.9048	2.5878	2.9624	3.4103	3.4372	2.9365	2.9674	2.9069	3.1389	2.6218	2.6752	2.6021	2.8359	2.6153	3.2286	4.0155	3.002	2.6035	3.0631	2.934	2.6348	2.9184	3.3472	3.8934	3.2798	3.8736	4.1308	3.6762	3.5546	2.6741	3.7309	3.5099	3.6504	3.5086	3.676	4.0224	2.6071	2.6567	2.775	2.9651	3.1299	2.9804	3.8063	3.5844	4.0188	2.6647	2.6266	2.9555	2.7855	2.6546	2.6587	2.8692	3.7757	2.9426	2.89	2.8617	2.6674	2.6044	3.2797	3.0107	2.6438	2.8337	3.6699	3.0956	2.948	2.8382	3.2826	2.8696
K11029	5.7155	5.9965	5.7817	5.7825	6.0785	5.8308	6.1717	6.1704	6.2491	6.104	6.216	5.8357	5.237	5.2416	4.9116	5.505	5.4428	5.5205	5.0246	5.7652	5.1414	5.4956	5.6371	5.7232	5.6031	5.4402	5.5458	5.655	6.3687	6.4775	6.0145	6.5321	6.4628	6.5189	5.9869	6.0689	6.4907	6.3892	5.4663	6.1147	5.392	5.7466	6.2777	6.1793	5.666	5.825	5.8279	6.2011	5.9341	6.4628	5.9366	5.491	6.0834	6.0138	5.94	5.6298	5.3599	5.9238	5.5473	5.8463	5.225	6.0172	5.7846	5.9944	5.8803	5.8722	5.571	5.0285	5.9623	5.7534	5.8812	5.4523	4.8053	4.8356	5.4564	4.9295	6.2978	5.7774	6.0891	5.8043	5.7857	6.4007	5.852	6.0752	5.7982	6.4192	5.954	5.9444	5.4836	6.1836	5.4406	5.7306	5.0803	5.256	5.7557	5.7226	5.9312	5.4753	5.5729	5.756	5.2109	5.6402	5.4376	5.0349	5.3352	5.4867	5.2491	5.5175	5.0581	5.5464	5.0973	4.8841	5.424	5.2434	6.1019	5.2112	5.5234	6.272	5.7386	5.5773	5.6109	4.795	4.9516	5.0	5.8471	5.3952	5.4018	5.604	5.5334	6.162	5.8052	5.5587	5.5245
K11069	10.502	10.386	10.45	10.419	10.452	10.599	10.433	10.408	10.509	10.363	10.287	10.458	9.9973	10.008	9.5919	10.045	10.121	10.277	10.171	10.041	9.8727	10.029	10.254	10.241	10.178	9.9198	10.105	10.109	10.801	10.73	10.558	10.693	10.835	10.559	10.342	10.297	10.408	10.943	10.336	10.447	10.34	10.778	10.434	10.871	9.8284	10.501	10.305	10.729	10.409	10.825	10.183	10.499	10.239	10.489	10.46	10.364	10.372	10.403	10.284	10.37	10.159	10.326	10.353	10.054	10.269	10.241	10.073	9.907	9.8942	9.8647	9.9102	10.254	9.7766	9.9593	10.559	10.023	10.302	10.23	10.476	10.204	10.41	10.415	10.755	10.651	10.643	10.545	10.125	10.594	9.6884	10.629	9.9953	10.118	9.892	9.9664	10.253	9.8804	10.046	9.8995	10.038	9.7393	10.551	10.246	9.8058	10.305	9.7641	9.6826	9.5131	9.9102	10.058	9.7272	9.7029	9.8253	9.762	9.8214	9.8989	9.927	9.8117	10.142	9.8939	9.9094	10.147	9.6557	9.5062	9.6933	9.9636	9.9514	9.811	9.9063	9.9733	9.7269	9.7243	10.223	10.225
K11070	10.476	10.475	10.622	10.43	10.559	10.644	10.558	10.554	10.64	10.499	10.255	10.573	9.7611	9.9062	9.5069	9.9138	9.9071	10.22	9.9192	9.9485	9.725	9.8695	10.09	10.29	9.9247	10.082	10.053	10.308	11.08	11.122	10.915	11.07	11.319	10.896	10.649	10.843	10.771	11.116	10.414	10.837	10.605	11.201	10.687	11.092	10.004	10.814	10.462	11.035	10.699	11.208	10.336	10.609	10.274	10.619	10.688	10.597	10.483	10.496	10.381	10.48	10.329	10.294	10.441	10.068	10.256	10.404	10.079	9.6742	10.007	9.8188	10.056	10.413	9.5526	9.8922	10.495	9.7891	10.58	10.411	10.468	10.368	10.445	10.616	10.882	10.769	10.781	10.813	10.213	10.834	9.601	10.837	10.07	10.118	9.859	10.177	10.374	9.8212	10.228	9.8337	9.9508	9.803	10.568	10.396	9.9401	10.398	9.951	9.553	9.43	9.9575	10.129	9.6847	9.9259	10.042	10.051	10.009	10.175	10.105	9.9725	10.344	9.9946	10.078	10.244	9.8309	9.6653	9.7394	10.079	10.228	9.9523	10.089	10.056	9.9969	10.119	10.312	10.43
K11071	10.853	10.683	10.786	10.734	10.869	10.775	10.888	10.714	10.855	10.743	10.419	10.605	9.6835	10.031	9.4603	10.064	10.033	10.35	10.031	10.08	9.7278	9.7552	10.106	10.548	10.041	10.257	10.036	10.47	11.262	11.437	11.063	11.241	11.58	11.217	10.764	11.202	11.025	11.348	10.731	10.888	10.61	11.254	10.991	11.24	10.079	10.947	10.773	11.197	10.746	11.354	10.466	10.817	10.567	10.702	10.886	10.66	10.739	10.606	10.58	10.774	10.421	10.583	10.549	10.181	10.43	10.64	10.206	9.959	10.059	9.9828	10.203	10.353	9.6941	9.8922	10.709	9.8251	10.743	10.515	10.743	10.514	10.521	10.82	10.918	10.978	10.904	11.047	10.233	10.966	9.5807	11.024	10.102	10.379	9.8338	10.26	10.688	9.9834	10.319	10.064	9.9818	9.8483	10.783	10.563	9.7798	10.384	10.002	9.7538	9.5131	10.014	10.171	9.8727	9.9113	9.9931	9.9703	10.103	10.454	10.2	10.013	10.467	10.231	10.296	10.34	9.9856	9.7952	9.9673	10.32	10.185	10.106	10.102	10.155	10.177	10.242	10.355	10.522
K11072	12.179	12.046	12.164	11.977	12.265	12.056	12.089	12.081	12.105	12.038	11.789	11.991	11.368	11.463	11.207	11.535	11.366	11.782	11.488	11.438	11.295	11.315	11.411	11.959	11.436	11.54	11.357	11.88	12.49	12.59	12.301	12.573	12.774	12.453	12.046	12.406	12.335	12.481	12.017	12.315	12.102	12.618	12.286	12.529	11.72	12.318	12.103	12.454	12.155	12.631	12.01	12.146	11.946	12.108	12.157	11.975	12.028	11.957	12.007	12.059	11.767	11.813	11.752	11.419	11.771	11.895	11.507	11.28	11.342	11.371	11.486	11.728	11.255	11.443	11.927	11.359	11.975	11.804	11.836	11.719	11.829	12.075	12.062	12.215	12.069	12.18	11.646	12.235	11.175	12.107	11.497	11.555	11.368	11.568	11.853	11.395	11.71	11.399	11.283	11.258	11.938	11.776	11.323	11.682	11.265	11.005	10.932	11.509	11.64	11.303	11.347	11.515	11.527	11.3	11.482	11.55	11.459	11.607	11.465	11.44	11.513	11.592	11.366	11.427	11.429	11.584	11.281	11.467	11.522	11.178	11.183	11.404	11.46
K11073	9.4932	9.5027	9.2976	9.2759	9.5879	9.2762	9.8176	9.3537	9.7125	9.4944	9.7772	9.3946	9.5455	9.819	8.0206	10.006	9.8066	10.287	9.3761	10.173	9.0797	9.9767	9.3514	9.2522	8.8564	8.9321	9.5089	9.182	9.1836	9.4963	9.5565	9.3238	9.2631	9.1818	9.4805	9.3394	9.673	9.0239	9.4761	8.6244	9.0307	8.7917	9.1316	8.993	9.3794	9.4492	9.2676	9.1254	8.9057	8.9513	9.557	9.1907	9.6537	9.3519	9.9595	9.6324	9.4332	9.5968	9.2486	9.4352	9.3038	10.505	10.289	10.5	10.061	10.376	10.537	10.357	10.481	10.154	10.689	10.01	8.9756	8.3643	10.626	9.5687	10.103	9.771	10.384	9.6869	9.6587	9.7155	10.09	10.355	9.8568	10.37	9.6698	10.026	9.0474	10.441	9.5475	9.8263	9.0255	9.8074	10.07	9.4524	9.9355	9.7105	9.4216	9.4688	9.2886	9.2509	9.3792	9.4043	9.7097	9.5116	9.4665	9.3441	9.1345	9.1826	9.2815	8.9686	9.1117	9.9328	9.8649	8.5498	8.941	9.2728	9.3611	9.2129	9.244	8.6473	9.0116	8.9819	9.16	9.2116	9.6499	9.2467	9.415	9.611	9.5364	9.16	9.3853
K11074	8.9652	8.7755	8.9699	8.9762	9.1958	9.1296	9.3042	8.8647	9.2669	9.2622	9.2557	9.0582	9.0714	9.1858	7.5957	9.295	9.2934	9.6465	9.0605	9.4577	8.5152	9.3786	8.7637	8.7679	8.4097	8.501	8.8671	8.3283	8.7815	9.0475	9.0598	8.7875	8.4906	8.6861	9.1493	8.939	9.11	8.6569	8.8583	8.4297	8.761	8.4827	8.9971	8.6519	8.8486	8.9812	8.7865	8.8582	8.5103	8.6399	9.2334	9.0322	9.1612	8.9292	9.5129	9.1169	9.1595	9.178	8.9966	9.1226	9.1234	9.9138	9.7526	9.8966	9.5018	9.7969	9.9047	9.4828	9.6453	9.4359	9.9448	9.4307	8.2095	7.9428	10.173	8.9091	9.717	9.3501	9.9354	9.346	9.3895	9.304	9.726	9.844	9.4679	9.7344	9.2458	9.5863	8.855	9.895	9.0729	9.4977	8.5351	9.2725	9.53	9.0193	9.6385	9.239	8.9503	9.0877	8.8962	8.782	8.876	9.2191	9.195	9.1823	9.0898	8.9844	8.9499	8.7877	9.1984	8.6715	8.8925	9.5178	9.6071	8.5037	8.6708	9.1672	9.0809	8.9395	8.8077	8.6394	8.7527	8.8258	8.9876	9.0333	9.4229	8.9841	9.2477	9.4849	9.4974	8.983	9.1938
K11075	9.5856	9.323	9.5087	9.2084	9.605	9.3924	9.6748	9.4035	9.45	9.4418	9.3083	9.3103	9.1325	9.4552	8.0089	9.8051	9.4082	9.9295	9.1923	9.8009	8.7169	9.4645	8.941	9.1286	8.7904	8.9587	9.182	9.1302	9.1989	9.404	9.2745	9.2711	9.2405	9.002	9.489	9.3348	9.4932	8.992	9.4014	8.5321	9.0146	8.751	9.1421	8.8257	9.1604	9.1084	9.1263	9.0253	8.7335	8.8443	9.2623	9.3765	9.4725	9.3565	9.7948	9.3174	9.5517	9.4665	9.1432	9.2874	9.3157	10.17	9.7895	10.007	9.5392	9.8735	9.9413	9.6948	9.9095	9.5461	9.9478	9.5764	8.4532	8.5907	10.148	9.1036	9.833	9.5782	10.049	9.4969	9.3594	9.6956	9.8591	10.111	9.573	10.055	9.3811	9.8985	9.0104	10.12	9.3865	9.7166	9.0549	9.5337	9.9055	9.3245	9.7134	9.3326	9.2507	9.2292	9.1653	8.9701	9.1358	9.3483	9.4197	9.337	9.2212	9.1731	9.1227	9.1006	9.3408	9.139	9.1893	9.7133	9.7995	8.717	8.9564	9.4633	9.3338	9.1926	8.9413	8.8833	8.9724	9.0864	9.2264	9.0888	9.3379	9.1952	9.4735	9.645	9.546	9.3219	9.2535
K11076	9.9763	9.7916	9.9415	9.6815	10.025	9.7979	10.13	9.8085	10.102	10.032	10.007	9.8466	9.6497	10.067	9.0496	10.194	9.8744	10.35	9.6579	10.212	9.4415	10.017	9.6744	9.6804	9.5216	9.4935	9.8466	9.7494	10.155	10.266	10.133	10.233	10.278	10.013	10.191	10.208	10.352	10.011	9.7217	9.7404	9.5927	9.7305	9.9259	9.9123	9.7557	9.9643	9.7117	9.9118	9.6449	9.8549	9.9251	9.9334	10.084	9.81	10.305	9.806	9.9488	9.9747	9.7099	9.927	9.7848	10.724	10.323	10.578	10.286	10.634	10.578	10.228	10.436	10.167	10.541	10.302	9.434	9.2209	10.7	9.8198	10.546	10.161	10.565	10.151	10.161	10.333	10.448	10.679	10.261	10.708	9.9998	10.427	9.5791	10.526	9.8805	10.042	9.5186	10.068	10.215	9.8765	10.117	10.014	9.796	9.8612	9.7473	9.8344	9.771	10.116	10.121	9.957	9.8347	9.8466	9.9171	9.765	9.9673	9.7468	9.7966	10.464	10.297	9.5293	9.7641	9.9771	9.983	9.7298	9.9483	9.6771	9.7695	9.79	9.8692	10.078	10.186	9.9031	10.017	10.267	10.082	10.059	10.112
